,Nome da Música,link,album,letra,artista
31,Me Beija,/manu-gavassi/me-beija.html,MANU,"Você diz que ninguém fica mais linda que eu usando a sua roupa Te respondo que eu fico melhor sem (você me deixa louca) Chego bem mais perto do que a gente tá Te vejo tão perto que posso escutar Você abrindo o jogo pra me provocar, só pra me provocar  [Pré-refrão] Se o mundo acabasse agora, eu não sairia daqui Se o mundo acabasse agora, agora  [Refrão] Então me beija como se fosse acabar E não me solta, me beija como se fosse acabar Me beija como se fosse acabar Não fala nada, me beija como se fosse acabar  Você diz que não tem mais controle se eu beijo a sua boca Mas eu te mostro que tanto faz, temos a tarde toda Chego bem mais perto do que a gente tá Te vejo tão perto que posso escutar Você abrindo o jogo pra me provocar, só pra me provocar  [Pré-refrão] Se o mundo acabasse agora, eu não sairia daqui Se o mundo acabasse agora, agora  [Refrão] Então me beija como se fosse acabar E não me solta, me beija como se fosse acabar Me beija como se fosse acabar Não fala nada, me beija como se fosse acabar  [Ponte] Deixa a pressa na sala de estar Esquece o seu tempo em mim, vem cá Deixa a pressa na sala de estar Esquece o seu tempo em mim, vem cá Que já é cedo de novo Não dá pra te largar um segundo e parar Quero sua boca na minha Fazer você arrepiar Que já é cedo de novo Não dá pra te largar um segundo e parar Quero sua boca na minha Fazer você arrepiar  [Refrão] Então me beija como se fosse acabar E não me solta, me beija como se fosse acabar Me beija como se fosse acabar Não fala nada, me beija como se fosse acabar Como se fosse acabar, como se fosse acabar Então me beija como se fosse acabar Não fala nada e me beija, me beija",Manu Gavassi
32,Meio Sorriso,/manu-gavassi/meio-sorriso.html,Clichê Adolescente,"O tempo passa e está sempre tudo bem Até quando não está Na sua boca eu vejo as palavras Que esqueceu de falar Você esqueceu de se importar E agora o que restou, nada  E eu não sei mais porquê Eu me contento com o pouco que você me da E eu não consigo entender Minha fraqueza pelos seus meios sorrisos Que aparecem só quando você quer Pra me acalmar  Você me olha e está sempre tudo bem Mais eu sei que não está Eu me esforço pra ser o que você quer Você esqueceu de notar Você esqueceu de se importar E agora o que restou, nada   E eu não sei mais porquê Eu me contento com o pouco que você me da E eu não consigo entender Minha fraqueza pelos seus meios sorrisos Que aparecem só quando você quer Que aparecem só quando você quer Pra me acalmar  E eu não sei mais porquê E eu não sei mais porquê Eu me contento com o pouco que você me da E eu não consigo entender Não, não E eu não sei mais porquê Eu me contento com o pouco que você me da E eu não consigo entender Não, não, não E eu não sei mais porquê E eu não consigo entender Não, não",Manu Gavassi
33,Memories,/manu-gavassi/memories.html,,No one said that it was easy to forget about all the stuff you said No one said you would believe me I won't care about all the dreams I had  Now I just want you to be with me All my plans are made for us All the love that you gave up I don't know what else to do No no no no no All my songs I've wrote for you All the things we've used to do Now are just my memories Just my memories  I keep trying to get over you And I admit that we weren't mean to be I keep trying to don't look at you Let's pretend that our story ends  Now I just want you to stay with me All my plans are made for us All the love that you gave up I don't know what else to do No no no no no All my songs I've wrote for you All the things we've used to do Now are just my memories  Please don't let me here just wondering how you feel Come and tell me if it is real Is it real?  Guess it's just my memories Just my memories,Manu Gavassi
34,Mentiras Bonitas,/manu-gavassi/mentiras-bonitas.html,MANU,"[Verso 1] Mal te conheço e nem sei se deveria, tão errado Você me diz que ainda é cedo pra dormir eu também acho Eu deveria estar cansada desse tipo, desse plano E desses olhos de quem mente e você sabe que eu amo  [Pré-refrão] Chega perto e não dá mais pra voltar, eu sei Se eu soubesse, eu erraria sim de novo, outra vez Chega perto e não dá mais pra voltar, eu sei, eu sei  [Refrão] Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim  [Verso 2] Você vai ver Eu brinco com o seu coração só porque eu posso Você me diz que agora tarde, eu concordo Eu deveria estar cansada desse tipo, desse plano E desses olhos de quem mente e você sabe que eu amo  [Pré-refrão] Chega perto e não dá mais pra voltar, eu sei Se eu soubesse, eu erraria sim de novo, outra vez Chega perto e não dá mais pra voltar, eu sei, eu sei  [Refrão] Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim Enquanto começa eu consigo ver o fim Sua boca cheia de mentiras bonitas pra mim Enquanto começa eu consigo ver o fim",Manu Gavassi
35,Muito Muito,/manu-gavassi/muito-muito.html,MANU,"Eu sou legal demais pra te perguntar onde você vai Te perguntar o que você faz Porque pra mim não importa Eu não quero saber tudo o que se passa dentro de você Se sou só eu, se nunca vai ser Até porque não importa  [Pré-refrão] Meu coração é gelo e por isso você quer E por isso você quer, e por isso você quer Se eu minto ou falo a verdade, você nunca vai saber Você nunca vai saber e por isso você quer Você sabe que  [Refrão] Eu sou muito, muito, muito, pra você Eu sou muito, muito, muito pra você, pra você Eu sou muito, muito, muito, pra você Eu sou muito, muito, muito pra você, pra você Sempre quer o que nunca vai ter, o que nunca vai ter O que nunca vai ter, o que nunca vai ter  Eu sou legal demais pra te perguntar onde você vai Te perguntar o que você faz Porque pra mim não importa Eu não quero saber tudo o que se passa dentro de você Se sou só eu, se nunca vai ser Até porque não importa  [Pré-refrão] Meu coração é gelo e por isso você quer E por isso você quer, e por isso você quer Se eu minto ou falo a verdade, você nunca vai saber Você nunca vai saber e por isso você quer Você sabe que  [Refrão] Eu sou muito, muito, muito, pra você Eu sou muito, muito, muito pra você, pra você Eu sou muito, muito, muito, pra você Eu sou muito, muito, muito pra você, pra você Sempre quer o que nunca vai ter, o que nunca vai ter O que nunca vai ter, o que nunca vai ter  [Ponte] Meu coração é gelo e por isso você quer E por isso você quer, e por isso você quer Se eu minto ou falo a verdade, você nunca vai saber Você nunca vai saber e por isso você quer Você sabe que  [Refrão] Eu sou muito, muito, muito, pra você (você vai ver) Eu sou muito, muito, muito pra você, pra você Eu sou muito, muito, muito, pra você (você vai ver) Eu sou muito, muito, muito pra você, pra você Sempre quer o que nunca vai ter, o que nunca vai ter O que nunca vai ter, o que nunca vai ter",Manu Gavassi
36,Música Secreta,/manu-gavassi/musica-secreta.html,CUTE BUT (still) PSYCHO,"Acordo um pouco tonta Sentindo a liberdade Faz tempo que eu decidi viver a minha idade Saio atrasada sentindo um vazio E a sensação é que eu nem moro mais aqui Falta de casa mas medo de ficar E perder o mundo acontecendo sem parar Mente cheia de sonhos e o meu corpo a mil Coração fechado, quem se aproximou sentiu  E faz tempo que eu quero te falar Que aquela noite eu chorei Mas não foi nada com você Na verdade eu chorei porque eu falei que ia embora E você nem teve medo de perder  E faz tempo que eu percebo que o que o universo manda Só pra rir e te fazer crescer E que piada engraçada do universo Me mostrar que dentre tantos, aprendi com você  Se a minha intensidade ainda for me matar Se a minha intensidade ainda for me matar Eu prefiro ser poesia e ter historias pra contar  Estou nos meus princípios, minhas convicções Prometo me abrir só pra quem merecer canções Mas aqui estou me traindo com você Amanhã faço de novo prometendo não fazer  Então só por essa noite a minha pele é sua E o conflito de certo e errado continua Talvez eu pense muito Talvez seja você Com o medo que a nossa geração tem de crescer  Se a minha intensidade ainda for me matar Se a minha intensidade ainda for me matar Eu prefiro ser poesia e ter historias pra contar  (Se a minha intensidade ainda for me matar) (Se a minha intensidade ainda for me matar) Eu prefiro ser poesia e ter historias pra contar  Se a minha intensidade ainda for me matar Se a minha intensidade ainda for me matar Eu prefiro ser poesia e ter historias pra contar  Se a minha intensidade ainda for me matar Se a minha intensidade ainda for me matar Eu prefiro ser poesia e ter historias pra contar",Manu Gavassi
37,Ninguém Vai Saber,/manu-gavassi/ninguem-vai-saber.html,MANU,"Pensando bem Eu não confio em ninguém Mas você me deu vontade de tentar Você me deu vontade de tentar Se eu te chamo, diz que vem Não sei o que você tem Mas só sei que dá vontade de tocar Só sei que dá vontade de tocar  Se eu quero e você quer Então tá tudo bem O seu corpo no meu Não conta pra ninguém Eu não vou contar, não vou contar Se eu quero e você quer Então tá tudo bem O seu corpo no meu Não fala pra ninguém Eu não vou falar, não vou falar  Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber Ninguém vai saber  Pensando bem Eu não confio em ninguém Mas você me deu vontade de tentar Você me deu vontade de tentar Se eu te chamo, diz que vem Não sei o que você tem Mas só sei que dá vontade de tocar Só sei que dá vontade de tocar  Se eu quero e você quer Então tá tudo bem O seu corpo no meu Não conta pra ninguém Eu não vou contar, não vou contar Se eu quero e você quer Então tá tudo bem O seu corpo no meu Não fala pra ninguém Eu não vou falar, não vou falar  Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber Ninguém vai saber",Manu Gavassi
38,Ninguém Vai Saber (Part. Agir),/manu-gavassi/ninguem-vai-saber-part-agir.html,,"Pensando bem, eu não confio em ninguém Mas você me deu vontade de tentar Você me deu vontade de tentar Se eu te chamo, diz que vem Não sei o que você tem Mas só sei que dá vontade de tocar Só sei que dá vontade de tocar  Se eu quero e você quer, então tá tudo bem O seu corpo no meu, não conta pra ninguém Eu não vou contar, não vou contar Se eu quero e você quer, então tá tudo bem O seu corpo no meu, não conta pra ninguém Eu não vou falar, não vou falar  Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, ninguém vai saber Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, ninguém vai saber  Ninguém vai saber Se tu não disseres, eu não vou dizer Não, perder tempo pra quê? Quando tudo que eu quero é poder fazer Coisas que eu nunca vá esquecer Dentre quatro paredes fazer acontecer Que eu faço valer a pena, baby, podes crer E amanhã? Amanhã logo se vê Eu já te dei o ok, hey Não vou deixar nada mei, hey Esquece o teu homem Porque o teu homem não sabe as coisas que eu sei, hey Fica entre nós, baby, [?] bem O que quiseres que eu faço, eu faço sem problema Tu queres com o gajo, taí Então descansa que ninguém, ninguém  Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, ninguém vai saber  Pensando bem Não deixes para amanhã o que podia ser agora Pensando bem É só deixastes levar assim pela noite afora Pensando bem Por mais que eu tente negar, não quero que te vás embora Só sei que dá vontade de tocar (dá) Só sei que dá vontade de tocar Pensando bem Não deixa para amanhã o que podia ser agora Pensando bem É só se deixar levar, quando é assim não controla Pensando bem Por mais que eu tente negar, eu quero você, não demora Só sei que dá vontade de tocar Só sei que dá vontade de  Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, só eu e você Ninguém vai saber, ninguém vai saber  Ninguém vai saber, não Vai, vai Ninguém vai saber Agir! Manu!",Manu Gavassi
39,O Céu Eu Vou Tocar,/manu-gavassi/o-ceu-eu-vou-tocar.html,,Ventos frios me chamando Vejo o céu azul brilhar As montanhas sussurrando Que pra luz vão me levar Vou correr Vou voar E o céu eu vou tocar Vou voar E o céu eu vou tocar  Onde os bosques tem segredos E as montanhas imensidão Águas guardam os reflexos Dos tempos que se vão Vou gostar de cada história Meu sonho guardarei Como o mar e a tempestade Valente sempre serei  Vou correr Vou voar E o céu eu vou tocar Vou voar E o céu eu vou tocar  Eu vou tocar Como o vento voar Céu tocar,Manu Gavassi
40,O Fim,/manu-gavassi/o-fim.html,Clichê Adolescente,"Assoviando uma canção Sentindo nossos corações mais distantes Do que realmente estão As luzes lá fora chamam pra sair A noite sempre me encantou Mais agora você não está aqui  E, é engraçado como tudo aconteceu Do seu lado eu te olhei você percebeu Como agora tudo está perfeito assim Como a vida tinha um plano depois do fim O fim, foi só pra sentir saudade Então volta pra mim Não quero sentir sua falta Me leva com você E canta aquele refrão que me faz perceber Talvez não possa ficar um dia sem você  Os minutos passam devagar Ouvi dizer que com o tempo a gente aprende A suportar A cidade escura tenta me entreter Enquanto você olha o mar, me afogo em pranto Na vontade de você E, sinto que é errado precisar tanto assim De nós Do seu lado eu sou inteira, eu sou bem melhor Você diz que tudo está perfeito assim Que a vida tinha um plano depois do fim O fim, foi só pra sentir saudade Então volta pra mim Não quero sentir sua falta Me leva com você E canta aquele refrão que me faz perceber Talvez não possa ficar um dia sem você  O fim, foi só pra sentir saudade Então volta pra mim Não quero sentir sua falta Me leva com você E canta aquele refrão que me faz perceber Talvez não possa ficar um dia sem você",Manu Gavassi
41,Odeio,/manu-gavassi/odeio.html,,"Eu odeio o seu sorriso, e seu jeito de falar Eu odeio quando você me olha, e eu dou risada sem pensar Eu odeio quando você me chama para conversar Eu odeio quando você vem, e odeio mais ainda te esperar  Eu não sei o que fazer Não tem ninguém aqui pra me impedir de te escrever Outra canção pra me fazer entender Que eu te odeio tanto porque gosto de você  Eu nunca acreditei que era mesmo pra valer Eu nunca admiti que me importava com você Agora tanto faz não quero mais me esconder Estou falando na sua frente que eu te odeio Por gostar tanto assim de você  Eu odeio dar conselhos que você nem vai usar Eu odeio quando você fala dela e eu finjo não ligar Eu odeio ver você com alguém que não tem nada a ver Eu odeio ela ser tão sem graça E você nem perceber  Eu não sei o que fazer Não tem ninguém aqui pra me impedir de te escrever Outra canção pra me fazer entender Que eu te odeio tanto por que gosto de você  Eu nunca acreditei que era mesmo pra valer Eu nunca admiti que me importava com você Agora tanto faz não quero mais me esconder Estou falando na sua frente que eu te odeio Por gostar tanto assim de você  Você vai acordar um dia e perceber Que mesmo eu sendo, um pouco estranha do meu jeito Eu tentei te convencer  Que hoje eu acredito que é mesmo pra valer Confesso, eu admito que me importo com você Agora tanto faz não quero mais me esconder Estou falando na sua frente que eu te odeio Por gostar tanto assim de você.",Manu Gavassi
42,Perigo,/manu-gavassi/perigo.html,MANU,"Não chega assim tão perto, bagunça a minha cabeça Eu lembro juízo e você quer que eu esqueça Decifro a tua vontade lendo a tua boca colada na minha Envolve a minha cintura, cê sabe, é ponto fraco O jeito que segura, eu já nem sei mais o que eu faço Eu já nem sei mais o que eu faço não Já não sei não  [Pré-refrão] Se me pega com vontade, eu peço mais Sem controle, qualquer coisa a gente faz Eu peço mais, eu quero mais, eu quero mais  [Refrão] Eu sei que você é perigo Por isso é tão bom, tão bom Amor, eu nasci pro perigo Por isso eu vou, eu vou  Se eu jogo meu cabelo, bagunço sua cabeça Ainda tenho juízo e antes que desapareça Prometo que te enlouqueço com sua pele colada na minha  [Pré-refrão] Se me pega com vontade, eu peço mais Sem controle, qualquer coisa a gente faz Eu peço mais, eu quero mais, eu quero mais  [Refrão] Eu sei que você é perigo Por isso é tão bom, tão bom Amor, eu nasci pro perigo Por isso eu vou, eu vou  [Pré-refrão] Se me pega com vontade, eu peço mais Sem controle, qualquer coisa a gente faz Eu peço mais, eu quero mais, eu quero mais  [Refrão] Eu sei que você é perigo Por isso é tão bom, tão bom Amor, eu nasci pro perigo Por isso eu vou, eu vou  [Outro] Nananana, nananana",Manu Gavassi
43,Planos Impossíveis,/manu-gavassi/planos-impossiveis.html,Manu Gavassi,"Uma semana sem te ver, Eu já sabia que isso ia acontecer, O tempo passa eu fico mal, é ilusão achar que tudo está igual, Você, apareceu pra mim, Não posso evitar, me sentir assim.  O que eu faço pra escapar, Dessa vontade que eu tenho de falar, Toda hora com você, Faço planos impossíveis pra te ver, Mas pra mim, são tão reais, O que aconteceu, eu não me lembro mais.  Eu poderia escrever, mil canções só pra você, Poderia te falar, meus motivos pra gostar, tanto de você, me diz quando a gente vai se ver.  Pra eu poder te abraçar, e tentar te explicar, a falta que você me faz, eu não aguento mais, Ficar tão longe, de você.  Você me diz que não tá bem, que não para de pensar em mim também. Agora antes de dormir, por dois segundos eu consigo até sorrir, Porque, essa complicação, distância é o fim, pra quem tem coração.  Será que eu devo te dizer, que eu quase choro quando falam de você. Mas eu consigo segurar, Pra ter certeza que ninguém vai reparar, que eu, to cada vez pior, e a saudade em mim, é cada vez maior.  Eu poderia escrever, mil canções só pra você, Poderia te falar, meus motivos pra gostar, tanto de você, me diz quando a gente vai se ver.  Pra eu poder te abraçar, e tentar te explicar, a falta que você me faz, eu não aguento mais, Ficar tão longe, de você.  E eu não sei se algum dia, eu já me senti assim. Eu nem me lembro de querer alguém, como eu quero você, pra mim. E é por isso, que eu vou te dizer,  Que eu poderia escrever, mil canções só pra você, Poderia te falar, meus motivos pra gostar, tanto de você, me diz quando a gente vai se ver.  Pra eu poder te abraçar, e tentar te explicar, a falta que você me faz, eu não aguento mais, ficar tão longe, de você.  Tão longe de você, tão longe de você.",Manu Gavassi
44,Pode Falar,/manu-gavassi/pode-falar.html,Manu Gavassi,"Uma música tocando no meu rádio Eu começo a pensar, onde você está Que eu quero te ligar, mesmo sem nada novo pra falar Um filme fofo tá passando na tv, e eu me lembro de você Começo a imaginar, se a gente se casar Eu juro, eu nunca mais vou reclamar  Será que você pensa em mim como eu penso em você? Será que algum dia eu vou saber?  Eu não me importo se você quiser sorrir E me falar que eu sou tudo pra você Me diz, o que eu sempre quis ouvir, vem dizer Eu não vou enjoar, então pode falar Todas as vezes que você pensar em mim Assim, eu fico mais feliz, então pode falar  na na na na...  Uma foto que me faz voltar no tempo quando eu te conheci A gente se falou, e algo começou Você não sabe a marca que deixou E se algum dia a saudade apertar Não espere pra ligar Quero você aqui, isso eu já decidi Se alguém perguntar não vou mentir  Será que você pensa em mim como eu penso em você? Será que algum dia eu vou saber?  Eu não me importo se você quiser sorrir E me falar que eu sou tudo pra você Me diz, o que eu sempre quis ouvir, vem dizer Eu não vou enjoar, então pode falar Todas as vezes que você pensar em mim Assim, eu fico mais feliz, então pode falar  Eu não me importo se você quiser sorrir E me falar que eu sou tudo pra você Me diz, o que eu sempre quis ouvir, vem dizer Eu não vou enjoar, então pode falar Todas as vezes que você pensar em mim Assim, eu fico mais feliz, então pode falar  Na na na na, então pode falar, na na na na, então pode falar.",Manu Gavassi
45,Pode Até Rolar,/manu-gavassi/pode-ate-rolar.html,Manu Gavassi,"Te olhei de longe, sem querer você estava lá Tentando impressionar Eu logo vi que era tudo que eu sempre pedi É melhor se preparar  Você faz o meu estilo, e eu não vou me arrepender Eu não sei o que aconteceu comigo Não paro de pensar, eu e você pode até rolar Talvez essa batida tenha algo a ver Não vou parar de dançar, quiser você pode vir me acompanhar  Todas elas estão loucas pra saber Quem será que você vai escolher O seu nome eu não consigo adivinhar Porque você não vem me falar  Você faz o meu estilo, e eu não vou me arrepender Eu não sei o que aconteceu comigo Não paro de pensar, eu e você pode até rolar Talvez a batida tenha algo a ver Não vou parar de dançar, se você quiser pode me acompanhar  Chega de ficar parado, venha aqui do meu lado se quiser me conhecer Eu não sei o que aconteceu comigo Não paro de pensar, eu e você pode até rolar Talvez essa batida tenha algo a ver Não vou parar de dançar não na na na  Eu não sei o que aconteceu comigo Não paro de pensa, eu e você pode até rolar Talvez essa batida tenha algo a ver Não vou parar de dançar, se você quiser pode vim me acompanhar",Manu Gavassi
46,Primeiro Dia,/manu-gavassi/primeiro-dia.html,,Eu te olho com os mesmos olhos De quando eu te conheci Quando eu te tratava meio mal E agora você sabe que eu fingi  Eu te amo muito mais que ontem Quando não havia nada pra se preocupar Quando jurei que você ia embora Mas você decidiu ficar  E quanto tempo faz? Parece que foi ontem Mas eu nem me lembro mais De não te conhecer  E eu sei que vai ser você Quando tudo lá fora mudar Quando o tempo passar E eu sei que sempre foi você Desde o primeiro dia eu vi E agora entendi porque  Você me olha com os mesmos olhos Daquela noite de verão Quando te contei os meus segredos E você fez uma canção  E olhando para trás agora eu sei Que muita coisa já mudou Mas ainda guardo aquele beijo Que um dia você roubou  E quanto tempo faz? Parece que foi ontem Mas eu nem me lembro mais De não te conhecer  E eu sei que vai ser você Quando tudo lá fora mudar Quando o tempo passar E eu sei que sempre foi você Desde o primeiro dia eu vi E agora entendi porque  E eu sei que vai ser você Quando tudo lá fora mudar Quando o tempo passar E eu sei que sempre foi você Desde o primeiro dia eu vi E agora entendi porque  Que vai ser você Quando tudo lá fora mudar Quando o tempo passar E eu sei que sempre foi você Desde o primeiro dia eu vi E agora entendi  Eu te olho com os mesmos olhos De quando eu te conheci,Manu Gavassi
